-0.009673667	-0.033562895	0.052737802	-0.03909597	0.016247174	0.040096074	0.070408806	-0.043537132	0.025822503	0.06285619	-0.03437623	0.026848149	0.044121105	0.09345248	-0.03415231	-0.054186616
-0.042360872	-0.0031381706	0.026604401	-0.018660458	0.017229896	0.03462098	0.06411032	-0.041793205	0.061059196	0.08355364	0.021547073	0.014568263	0.05919979	0.047443327	0.0047168415	-0.055404946
-0.052522592	-0.01912022	0.018637443	0.026767302	0.08184316	-0.0049801455	0.059317525	0.014008734	0.01766936	0.040953007	0.005985401	0.037282296	0.015463293	0.026135717	0.08670276	-0.038244903
-0.084488295	-0.023091953	-0.0137557695	-0.028564073	0.02915372	0.088302836	0.062203687	-0.0037086965	-0.014468269	0.10254842	-0.03672349	0.00921749	0.03501588	0.06514042	0.004418753	0.010401669
0.021350458	0.0062211324	0.026210694	0.024322167	0.020743499	0.09629263	0.11327239	-0.036988884	0.021981081	0.09023009	-0.057435103	0.09489202	0.08041213	0.042479526	-0.0046288543	-0.0108294515
-0.015464231	-0.09750571	0.02156651	0.058221377	0.02200753	0.034280512	0.060286522	-0.046461668	0.016400216	0.080186866	-0.026314434	0.036616944	0.060653035	0.01649075	0.046850458	-0.08803163
-0.036416627	0.019232454	0.008534656	-0.05189611	0.0032304404	0.005493836	0.100270316	-0.051037893	0.09555241	0.08299504	-0.013046032	0.013992511	0.059410155	0.03611304	0.02073665	-0.011312055
-0.0488781	-0.04545788	-0.033960756	-0.030775392	0.06268723	0.04787623	0.02849234	0.05592092	0.056433767	0.023949709	-0.011471319	0.010864651	0.09213377	0.02525564	-0.048997056	-0.028571812
-0.030028371	-0.064447604	0.022796908	-0.00260527	0.038188323	0.08470353	0.046821415	-0.015630955	0.044978566	0.07466771	-0.008391763	-0.052483514	0.032763224	0.009793504	0.01884357	-0.025756508
-0.015657956	0.013784151	0.0017135671	0.02126635	0.08293916	0.08614523	0.018797994	0.00815649	0.032473102	0.10356708	0.0009583819	0.03995016	0.007660205	0.093807	0.019476255	-0.0022908729
0.0057102884	0.024025932	0.05509983	0.017539559	0.044635966	0.059686482	0.07222142	-0.09853341	0.01797113	0.041499592	-0.013464821	0.032841638	-0.01752504	0.10576968	0.010828797	-0.08329857
-0.0102812145	0.004928095	-0.076599106	0.04012021	0.029821983	0.022428097	0.0884574	-0.10768856	0.055815093	0.1072495	0.0057413443	-0.028916312	0.02248319	0.030625364	-0.0072809802	-0.05489849
-0.049203712	0.011246198	0.028133765	-0.03321008	0.043961834	0.028626438	-0.024293453	0.04363798	-0.057414275	0.060163673	-0.008069137	-0.040558096	0.05191371	0.0043262425	-0.03496781	-0.042515237
0.0055822595	0.013234743	0.021075994	-0.07206411	-0.06617275	0.0648597	0.07786469	-0.009414164	0.0061123814	0.040009703	0.018332828	0.028559756	0.011355591	-0.120180555	0.0076112566	-0.062800534
-0.063564435	0.031031586	0.0005820733	-0.039602857	-0.015376895	-0.06760319	0.08548121	0.022481559	0.11133874	0.057224583	-0.003718451	0.060539827	0.012888545	0.082828365	-0.017419219	0.005859744
0.04140138	0.046625532	-0.024011593	0.031270217	0.010725649	-0.043723416	0.012855128	-0.091055565	0.0027680523	0.06775664	-0.04871049	-0.023664419	0.015055682	0.0453535	-0.012696164	-0.092756666
0.0035481183	-0.016596328	0.04217318	0.037135955	0.07935318	-0.02979851	0.015095244	-0.07852718	0.0033223494	0.06525095	-0.03190278	-0.032904778	0.0943136	0.009783101	-0.05374954	0.014692546
-0.011479081	-0.05919333	0.0508744	0.0022876943	0.05038472	-0.011705704	0.06295414	-0.04374018	0.057072464	0.054646503	-0.05329787	-0.1008706	0.0734517	-0.0036973245	-0.051347844	-0.054562926
-0.020030115	-0.016544532	-0.029023057	-0.024491135	-0.0055671064	0.13493668	-0.038637266	-0.09791073	0.10073952	0.07615176	-0.051672675	0.055037487	-0.0260851	-0.0119330725	-0.017985266	0.0112441555
-0.029954476	0.093065396	0.035388656	0.01810354	0.0673248	0.086903214	0.0088240765	-0.00023230682	0.04007081	-0.02918775	-0.10829306	-0.045984335	-0.0053828354	-0.014975731	0.050226063	-0.048919145
-0.023920367	-0.09125521	0.06102319	0.019046899	-0.018987473	0.120600775	0.05205455	-0.018562572	0.041204195	0.075945236	-0.012291336	0.04154496	0.019637356	-0.055154473	0.012210704	-0.078529485
0.033900708	-0.09566947	-0.040190633	-0.038683213	0.045909252	0.06327513	0.01885155	-0.04264525	-0.027262276	-0.016861353	-0.039233673	-0.06615628	-0.0343446	-0.032610916	-0.060307976	-0.09346771
